question	ANNOTATION	ground_truth	matched_claim	matched_claim_paperID	ground_truth_paperID	matched_date	matched_authors	matched_journal	matched_title	matched_affiliation	distance
1. Infectious Dose – How much agent will make a healthy individual ill?	0	"A small study infected Rhesus macaques via ocular inoculation (1x106 TCID50), resulting in mild infection; however, gastric inoculation did not result in infection (same dose), suggesting a limited role of gastric transmission.Interpretation is limited due to the small scale."	"Five rhesus macaques between the ages of 3 and 5 years were inoculated with 1 × 10 6 50% tissue-culture infectious doses (TCID 50 ) of SARS-CoV-2 via three routes: ocular conjunctival inoculation (CJ-1 and CJ-2), intragastric inoculation (IG-1 and IG-2), and intratracheal inoculation (IT-1)"	7619243415c5dcb7cc8f7667115755c4bb0d46c5	"7619243415c5dcb7cc8f7667115755c4bb0d46c5; 516c32122ba74a64811ac0e1d5f2b6f0833e1b94; e27c44369df6b5e8be2af37df9ab07dacaae71e9,"	2020-09-02	"Deng, Wei; Bao, Linlin; Gao, Hong; Xiang, Zhiguang; Qu, Yajin; Song, Zhiqi; Gong, Shuran; Liu, Jiayi; Liu, Jiangning; Yu, Pin; Qi, Feifei; Xu, Yanfeng; Li, Fengli; Xiao, Chong; Lv, Qi; Xue, Jing; Wei, Qiang; Liu, Mingya; Wang, Guanpeng; Wang, Shunyi; Yu, Haisheng; Chen, Ting; Liu, Xing; Zhao, Wenjie; Han, Yunlin; Qin, Chuan"	Nat Commun	Ocular conjunctival inoculation of SARS-CoV-2 can cause mild COVID-19 in rhesus macaques		0.204983861
1. Infectious Dose – How much agent will make a healthy individual ill?	0	"A small study infected Rhesus macaques via ocular inoculation (1x106 TCID50), resulting in mild infection; however, gastric inoculation did not result in infection (same dose), suggesting a limited role of gastric transmission.Interpretation is limited due to the small scale."	"2 In one experiment, rhesus macaques acquired COVID-19 infection through conjunctival inoculation"	bd0b6b538de95e35509e7963005ce476ea0b130f	"7619243415c5dcb7cc8f7667115755c4bb0d46c5; 516c32122ba74a64811ac0e1d5f2b6f0833e1b94; e27c44369df6b5e8be2af37df9ab07dacaae71e9,"	2020-07-27	"Abobaker, Anis; Alzwi, Aboubaker"	Disaster medicine and public health preparedness	The Eye: A Possible New Route of Infection in COVID-19		0.206728894
1. Infectious Dose – How much agent will make a healthy individual ill?	-2	"A small study infected Rhesus macaques via ocular inoculation (1x106 TCID50), resulting in mild infection; however, gastric inoculation did not result in infection (same dose), suggesting a limited role of gastric transmission.Interpretation is limited due to the small scale."	"Rhesus macaques reinfected with the identical SARS-CoV-2 strain during the early recovery phase of the initial SARS-CoV-2 infection did not show detectable viral dissemination, clinical manifestations of viral disease, or histopathological changes"	9cdc4bb6cd0ef602d39bc05166c022f177e66b5c	"7619243415c5dcb7cc8f7667115755c4bb0d46c5; 516c32122ba74a64811ac0e1d5f2b6f0833e1b94; e27c44369df6b5e8be2af37df9ab07dacaae71e9,"	2020-07-02	"Deng, Wei; Bao, Linlin; Liu, Jiangning; Xiao, Chong; Liu, Jiayi; Xue, Jing; Lv, Qi; Qi, Feifei; Gao, Hong; Yu, Pin; Xu, Yanfeng; Qu, Yajin; Li, Fengdi; Xiang, Zhiguang; Yu, Haisheng; Gong, Shuran; Liu, Mingya; Wang, Guanpeng; Wang, Shunyi; Song, Zhiqi; Liu, Ying; Zhao, Wenjie; Han, Yunlin; Zhao, Linna; Liu, Xing; Wei, Qiang; Qin, Chuan"	Science	Primary exposure to SARS-CoV-2 protects against reinfection in rhesus macaques	"Beijing Key Laboratory for Animal Models of Emerging and Remerging Infectious Diseases, NHC Key Laboratory of Human Disease Comparative Medicine;Peking Union Medical College"	0.221393307
1. Infectious Dose – How much agent will make a healthy individual ill?	0	"A small study infected Rhesus macaques via ocular inoculation (1x106 TCID50), resulting in mild infection; however, gastric inoculation did not result in infection (same dose), suggesting a limited role of gastric transmission.Interpretation is limited due to the small scale."	"Consistent with this perspective, a recent study revealed that rhesus macaques can be infected with COVID-19 through ocular conjunctival inoculation [26] "	6a1242e2247cb71ebdd991aee81edac3e1433930	"7619243415c5dcb7cc8f7667115755c4bb0d46c5; 516c32122ba74a64811ac0e1d5f2b6f0833e1b94; e27c44369df6b5e8be2af37df9ab07dacaae71e9,"	2020-10-24	"Cao, Kai; Kline, Brad; Han, Ying; Ying, Gui-shuang; Wang, Ning Li"	Biomed Res Int	Current Evidence of 2019 Novel Coronavirus Disease (COVID-19) Ocular Transmission: A Systematic Review and Meta-Analysis	;Capital Medical University	0.2325925
1. Infectious Dose – How much agent will make a healthy individual ill?	-2	"African green monkeys replicate aspects of human disease, including severe pathological symptoms (exposed to 500,000 PFU via intranasal and intratracheal routes), mild clinical symptoms (aerosol exposures between 5,000 and 16,000 PFU), and acute respiratory distress syndrome (ARDS), with small particle aerosol exposure doses as low as 2,000 PFU."	"For initial development of a MERS-CoV primate model, 12 African green monkeys were exposed to 10 3 , 10 4 , or 10 5 PFU target doses of aerosolized MERS-CoV"	c1faf527bfbf394834f6156e42535ffbed4cc8ba	",aa20b069d1be9f57876d87ad89cb65f19e60b256; 2727ababbff73fddd28d9cf63c009d3b53ac0900,a0549ca04711abb7e84ee95dac8316e617c9c749,"	2020-12-04	"Totura, Allison; Livingston, Virginia; Frick, Ondraya; Dyer, David; Nichols, Donald; Nalca, Aysegul"	Emerg Infect Dis	Small Particle Aerosol Exposure of African Green Monkeys to MERS-CoV as a Model for Highly Pathogenic Coronavirus Infection	Current affiliation: US Department of Health and Human Services Biomedical Advanced Research and Development Authority;Research Institute of Infectious Diseases	0.259787207
1. Infectious Dose – How much agent will make a healthy individual ill?	0	"African green monkeys replicate aspects of human disease, including severe pathological symptoms (exposed to 500,000 PFU via intranasal and intratracheal routes), mild clinical symptoms (aerosol exposures between 5,000 and 16,000 PFU), and acute respiratory distress syndrome (ARDS), with small particle aerosol exposure doses as low as 2,000 PFU."	"Here, we show that African green 16 monkeys support a high level of SARS-CoV-2 replication and develop pronounced respiratory disease that may 17 be more substantial than reported for other NHP species including cynomolgus and rhesus macaques"	aa20b069d1be9f57876d87ad89cb65f19e60b256	",aa20b069d1be9f57876d87ad89cb65f19e60b256; 2727ababbff73fddd28d9cf63c009d3b53ac0900,a0549ca04711abb7e84ee95dac8316e617c9c749,"	2020-05-17	"Woolsey, Courtney; Borisevich, Viktoriya; Prasad, Abhishek N.; Agans, Krystle N.; Deer, Daniel J.; Dobias, Natalie S.; Heymann, John C.; Foster, Stephanie L.; Levine, Corri B.; Medina, Liana; Melody, Kevin; Geisbert, Joan B.; Fenton, Karla A.; Geisbert, Thomas W.; Cross, Robert W."	bioRxiv	Establishment of an African green monkey model for COVID-19	;University of Texas Medical Branch	0.265198747
1. Infectious Dose – How much agent will make a healthy individual ill?	0	"African green monkeys replicate aspects of human disease, including severe pathological symptoms (exposed to 500,000 PFU via intranasal and intratracheal routes), mild clinical symptoms (aerosol exposures between 5,000 and 16,000 PFU), and acute respiratory distress syndrome (ARDS), with small particle aerosol exposure doses as low as 2,000 PFU."	"Here, we show that African green 16 monkeys support a high level of SARS-CoV-2 replication and develop pronounced respiratory disease that may 17 be more substantial than reported for other NHP species including cynomolgus and rhesus macaques"	aa20b069d1be9f57876d87ad89cb65f19e60b256	",aa20b069d1be9f57876d87ad89cb65f19e60b256; 2727ababbff73fddd28d9cf63c009d3b53ac0900,a0549ca04711abb7e84ee95dac8316e617c9c749,"	2020-05-17	"Woolsey, Courtney; Borisevich, Viktoriya; Prasad, Abhishek N.; Agans, Krystle N.; Deer, Daniel J.; Dobias, Natalie S.; Heymann, John C.; Foster, Stephanie L.; Levine, Corri B.; Medina, Liana; Melody, Kevin; Geisbert, Joan B.; Fenton, Karla A.; Geisbert, Thomas W.; Cross, Robert W."	bioRxiv	Establishment of an African green monkey model for COVID-19	;University of Texas Medical Branch	0.265198747
1. Infectious Dose – How much agent will make a healthy individual ill?	0	"African green monkeys replicate aspects of human disease, including severe pathological symptoms (exposed to 500,000 PFU via intranasal and intratracheal routes), mild clinical symptoms (aerosol exposures between 5,000 and 16,000 PFU), and acute respiratory distress syndrome (ARDS), with small particle aerosol exposure doses as low as 2,000 PFU."	Infection of African green monkeys (AGM) with a low passage human isolate of SARS-CoV-2 by aerosol or mucosal exposure resulted in mild clinical infection with a transient decrease in lung tidal volume	a0549ca04711abb7e84ee95dac8316e617c9c749	",aa20b069d1be9f57876d87ad89cb65f19e60b256; 2727ababbff73fddd28d9cf63c009d3b53ac0900,a0549ca04711abb7e84ee95dac8316e617c9c749,"	2020-06-21	"Hartman, Amy L.; Nambulli, Sham; McMillen, Cynthia M.; White, Alexander G.; Tilston-Lunel, Natasha L.; Albe, Joseph R.; Cottle, Emily; Dunn, Matthew; Frye, L. James; Gilliland, Theron H.; Olsen, Emily L.; O’Malley, Katherine J.; Schwarz, Madeline M.; Tomko, Jaime A.; Walker, Reagan C.; Xia, Mengying; Hartman, Matthew S.; Klein, Edwin; Scanga, Charles A.; Flynn, JoAnne L.; Klimstra, William B.; McElroy, Anita K.; Reed, Douglas S.; Duprex, W. Paul"	bioRxiv	SARS-CoV-2 infection of African green monkeys results in mild respiratory disease discernible by PET/CT imaging and prolonged shedding of infectious virus from both respiratory and gastrointestinal tracts	;University of Pittsburgh	0.265959589
1. Infectious Dose – How much agent will make a healthy individual ill?	0	"African green monkeys replicate aspects of human disease, including severe pathological symptoms (exposed to 500,000 PFU via intranasal and intratracheal routes), mild clinical symptoms (aerosol exposures between 5,000 and 16,000 PFU), and acute respiratory distress syndrome (ARDS), with small particle aerosol exposure doses as low as 2,000 PFU."	Infection of African green monkeys (AGM) with a low passage human isolate of SARS-CoV-2 by aerosol or mucosal exposure resulted in mild clinical infection with a transient decrease in lung tidal volume	a0549ca04711abb7e84ee95dac8316e617c9c749	",aa20b069d1be9f57876d87ad89cb65f19e60b256; 2727ababbff73fddd28d9cf63c009d3b53ac0900,a0549ca04711abb7e84ee95dac8316e617c9c749,"	2020-06-21	"Hartman, Amy L.; Nambulli, Sham; McMillen, Cynthia M.; White, Alexander G.; Tilston-Lunel, Natasha L.; Albe, Joseph R.; Cottle, Emily; Dunn, Matthew; Frye, L. James; Gilliland, Theron H.; Olsen, Emily L.; O’Malley, Katherine J.; Schwarz, Madeline M.; Tomko, Jaime A.; Walker, Reagan C.; Xia, Mengying; Hartman, Matthew S.; Klein, Edwin; Scanga, Charles A.; Flynn, JoAnne L.; Klimstra, William B.; McElroy, Anita K.; Reed, Douglas S.; Duprex, W. Paul"	bioRxiv	SARS-CoV-2 infection of African green monkeys results in mild respiratory disease discernible by PET/CT imaging and prolonged shedding of infectious virus from both respiratory and gastrointestinal tracts	;University of Pittsburgh	0.265959589
1. Infectious Dose – How much agent will make a healthy individual ill?	-2	"Aerosol exposure of three primate species (African green monkeys, cynomolgus macaques, and rhesus macaques) via a Collison nebulizer resulted in mild clinical disease in all animals with doses between 28,700 and 48,600 PFU."	"For initial development of a MERS-CoV primate model, 12 African green monkeys were exposed to 10 3 , 10 4 , or 10 5 PFU target doses of aerosolized MERS-CoV"	c1faf527bfbf394834f6156e42535ffbed4cc8ba	"c0d2d4270ba7e89487cfa71e99d692c45baf4743,"	2020-12-04	"Totura, Allison; Livingston, Virginia; Frick, Ondraya; Dyer, David; Nichols, Donald; Nalca, Aysegul"	Emerg Infect Dis	Small Particle Aerosol Exposure of African Green Monkeys to MERS-CoV as a Model for Highly Pathogenic Coronavirus Infection	Current affiliation: US Department of Health and Human Services Biomedical Advanced Research and Development Authority;Research Institute of Infectious Diseases	0.344705762
1. Infectious Dose – How much agent will make a healthy individual ill?	-1	"Aerosol exposure of three primate species (African green monkeys, cynomolgus macaques, and rhesus macaques) via a Collison nebulizer resulted in mild clinical disease in all animals with doses between 28,700 and 48,600 PFU."	Aerosol exposure of African green monkeys might provide a platform approach for the development of primate models of novel coronavirus diseases	c1faf527bfbf394834f6156e42535ffbed4cc8ba	"c0d2d4270ba7e89487cfa71e99d692c45baf4743,"	2020-12-04	"Totura, Allison; Livingston, Virginia; Frick, Ondraya; Dyer, David; Nichols, Donald; Nalca, Aysegul"	Emerg Infect Dis	Small Particle Aerosol Exposure of African Green Monkeys to MERS-CoV as a Model for Highly Pathogenic Coronavirus Infection	Current affiliation: US Department of Health and Human Services Biomedical Advanced Research and Development Authority;Research Institute of Infectious Diseases	0.396181147
1. Infectious Dose – How much agent will make a healthy individual ill?	-2	"Aerosol exposure of three primate species (African green monkeys, cynomolgus macaques, and rhesus macaques) via a Collison nebulizer resulted in mild clinical disease in all animals with doses between 28,700 and 48,600 PFU."	"In another study, African green monkeys were immunized through the respiratory tract with two doses of 10 7 PFU of NDV expressing the S glycoproteins of SARS-CoV"	3b67969d292e19681338d144e4c08a7fc823f2c3	"c0d2d4270ba7e89487cfa71e99d692c45baf4743,"	2020-07-29	"Shirvani, Edris; Samal, Siba K."	Pathogens	Newcastle Disease Virus as a Vaccine Vector for SARS-CoV-2	;University of Maryland	0.404061859
1. Infectious Dose – How much agent will make a healthy individual ill?	-2	"Aerosol exposure of three primate species (African green monkeys, cynomolgus macaques, and rhesus macaques) via a Collison nebulizer resulted in mild clinical disease in all animals with doses between 28,700 and 48,600 PFU."	"From day 19 to 24, twice daily for 20 min, the animals were subjected to exposure to aerosolized OVA (3% in normal saline) in a closed chamber connected to a nebulizer (Aeroneb ® Lab Nebulizer, Kent Scientific Corporation, Torrington, Connecticut, USA) ( Figure 1 )"	8dc54a621d63af23a3dd499087b6ebc8ae894ff5	"c0d2d4270ba7e89487cfa71e99d692c45baf4743,"	2020-12-11	"Rasool, Sahibzada Tasleem; Alavala, Rajasekhar Reddy; Kulandaivelu, Umasankar; Sreeharsha, Nagaraja"	Pharmaceutics	Non-Invasive Delivery of Nano-Emulsified Sesame Oil-Extract of Turmeric Attenuates Lung Inflammation	;King Faisal University	0.417663227
1. Infectious Dose – How much agent will make a healthy individual ill?	-2	"Aerosol exposure of three primate species (African green monkeys, cynomolgus macaques, and rhesus macaques) via a Collison nebulizer resulted in mild clinical disease in all animals with doses between 28,700 and 48,600 PFU."	Rhesus macaques received 3 vaccine doses of either 3µg or 6µg at 1-week intervals	15d33b7b55df42227d2a8248dd9013593432f328	"c0d2d4270ba7e89487cfa71e99d692c45baf4743,"	2020-05-27	"Sharpe, Hannah R; Gilbride, Ciaran; Allen, Elizabeth; Belij‐Rammerstorfer, Sandra; Bissett, Cameron; Ewer, Katie; Lambe, Teresa"	Immunology	The early landscape of COVID‐19 vaccine development in the UK and rest of the world	;The Jenner Institute	0.419397227
1. Infectious Dose – How much agent will make a healthy individual ill?	0	Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	"Among nonhuman primate models, rhesus and cynomolgus macaques were found to be the best NHPs in SARS-CoV studies"	5a647e018d33329a02c953a928364b446daefc8c	"057185bf9ec110e1c057b5d815f9c2aa1469bc43,"	2020-06-21	"BALCIOĞLU, Bertan Koray; DENİZCİ ÖNCÜ, Melis; ÖZTÜRK, Hasan Ümit; YÜCEL, Fatıma; KAYA, Filiz; SERHATLI, Müge; ÜLBEĞİ POLAT, Hivda; TEKİN, Şaban; ÖZDEMİR BAHADIR, Aylin"	Turk J Biol	SARS-CoV-2 neutralizing antibody development strategies	;TÜBİTAK	0.129112998
1. Infectious Dose – How much agent will make a healthy individual ill?	0	Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	"Recently, non-human primate models, including young and aged cynomolgus macaques and young rhesus macaques, were investigated as potential animal models of COVID-19 [36] [37] [38] "	04297db96550945bf423c438d28921311f274dde	"057185bf9ec110e1c057b5d815f9c2aa1469bc43,"	2020-05-29	"Neerukonda, Sabari Nath; Katneni, Upendra"	Pathogens	"A Review on SARS-CoV-2 Virology, Pathophysiology, Animal Models, and Anti-Viral Interventions"	;University of Delaware	0.147574897
1. Infectious Dose – How much agent will make a healthy individual ill?	0	Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	"By now, the rhesus macaques model is the best animal model to mimic various settings of human infection"	06662132632bddf39f4d5c18d7a9f7e0b3bbbcba	"057185bf9ec110e1c057b5d815f9c2aa1469bc43,"	2020-11-13	"Wang, Shuang; Peng, Yun; Wang, Rongjuan; Jiao, Shasha; Wang, Min; Huang, Weijin; Shan, Chao; Jiang, Wen; Li, Zepeng; Gu, Chunying; Chen, Ben; Hu, Xue; Yao, Yanfeng; Min, Juan; Zhang, Huajun; Chen, Ying; Gao, Ge; Tang, Peipei; Li, Gang; Wang, An; Wang, Lan; Zhang, Jinchao; Chen, Shuo; Gui, Xun; Yuan, Zhiming; Liu, Datao"	Nat Commun	Characterization of neutralizing antibody with prophylactic and therapeutic efficacy against SARS-CoV-2 in rhesus monkeys	;Mabwell (Shanghai) Bioscience Co	0.18557956
