sentence,paperID,date,journal,affiliation,question,
"Serological studies in Germany, Spain, and Italy found high rates of SARS-CoV-2 exposure in children, though the finding is not ubiquitous.",cbee333a9cbd343103ae791c0062408536bca1bc,11/12/20,Clin Infect Dis,,2. Transmissibility – How does it spread from one host to another? How easily is it spread?,
Individuals who have clinically recovered but test positive for COVID-19 are unlikely to be infectious.,a99702f0375cfac3b4813c4d173f0a766df183dc,11/5/20,Emerging microbes & infections,,2. Transmissibility – How does it spread from one host to another? How easily is it spread?,
"Previous coronaviruses have passed through an intermediate mammal host before infecting humans, but the presence or identity of the SARS-CoV-2 intermediate host is unknown.",3cbeb11d471dd6cebf2b65c42c00fd66a6cb5dc0,10/24/19,Viruses,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Previous coronaviruses have passed through an intermediate mammal host before infecting humans, but the presence or identity of the SARS-CoV-2 intermediate host is unknown.",3cbeb11d471dd6cebf2b65c42c00fd66a6cb5dc0,10/24/19,Viruses,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
Current evidence suggests a direct jump from bats to humans is plausible.,52de003f4d3caafaf2db5c2aae87adb1da712a24,3/31/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Early genomic analysis indicates similarity to SARS-CoV-1, with a suggested bat origin.",52de003f4d3caafaf2db5c2aae87adb1da712a24,3/31/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Viruses similar to SARS-CoV-2 were present in pangolin samples collected several years ago, and pangolins positive for coronaviruses related to SARS-CoV-2 exhibited clinical symptoms such as cough and shortness of breath.",9db801028ebecca7028844ca0ff596fb4f19e122,6/22/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Viruses similar to SARS-CoV-2 were present in pangolin samples collected several years ago, and pangolins positive for coronaviruses related to SARS-CoV-2 exhibited clinical symptoms such as cough and shortness of breath.",9db801028ebecca7028844ca0ff596fb4f19e122,6/22/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Experiments show that SARS-CoV-2 Spike (S) receptor-binding domain binds the human cell receptor (ACE2) stronger than SARS-CoV-1, potentially explaining its high transmissibility.",8f6b7f7481a2416fb09f1b0f6a4fec9206d9a90b,2/15/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Experiments show that SARS-CoV-2 Spike (S) receptor-binding domain binds the human cell receptor (ACE2) stronger than SARS-CoV-1, potentially explaining its high transmissibility.",fc15f433048e4d9464964930c36a1e7057ba1088,2/15/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Experiments show that SARS-CoV-2 Spike (S) receptor-binding domain binds the human cell receptor (ACE2) stronger than SARS-CoV-1, potentially explaining its high transmissibility.",a1f3136f9f387d768ed917879e4ba7dd2a5dad26,2/15/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Changes in proteolytic cleavage of the Spike protein can also affect cell entry and animal host range, in addition to receptor binding.",54f4a3d3d506617427d6c98cbc635409120988e5,2/14/20,J Virol,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Modeling suggests a wide range of animal hosts for SARS-CoV-2, though experimental studies are still needed.",da40a3b23cd9a54725c42107d67ae631415f7800,9/8/20,Proc Natl Acad Sci U S A,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Modeling suggests a wide range of animal hosts for SARS-CoV-2, though experimental studies are still needed.",bc03cd4981a8d5c2bada19733481e5b6036e2f47,9/8/20,Proc Natl Acad Sci U S A,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
Animal model studies suggest that Golden Syrian hamsters and ferrets are susceptible to infection.,6ac544ebb283cb03324dc7c36535b77a202bb921,3/26/20,Clin Infect Dis,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
Animal model studies suggest that Golden Syrian hamsters and ferrets are susceptible to infection.,b63cf0fde50b92b20a7b7d834884f2aaa23c61f1,4/6/20,Cell Host Microbe,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
Animal model studies suggest that Golden Syrian hamsters and ferrets are susceptible to infection.,c7c745598a4d37174b3aaa575abf40c964411aa0,4/6/20,Cell Host Microbe,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Several non-human primates are also susceptible to infection with SARS-CoV-2 including cynomolgus macaques, African green monkeys, and Rhesus macaques.",9f584e264ac9cfe0248b9e5cb552f4e3b335c91a,4/17/20,Science,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Several non-human primates are also susceptible to infection with SARS-CoV-2 including cynomolgus macaques, African green monkeys, and Rhesus macaques.",802992c9a1f56b050c8e5ae3277254e7d6f7d99f,4/17/20,Science,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Several non-human primates are also susceptible to infection with SARS-CoV-2 including cynomolgus macaques, African green monkeys, and Rhesus macaques.",aa20b069d1be9f57876d87ad89cb65f19e60b256,5/17/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Several non-human primates are also susceptible to infection with SARS-CoV-2 including cynomolgus macaques, African green monkeys, and Rhesus macaques.",2727ababbff73fddd28d9cf63c009d3b53ac0900,5/17/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
Raccoon dogs (mammals related to foxes) are susceptible to COVID-19 (105 intranasal exposure dose) and were shown to transmit infection to other raccoon dogs in neighboring enclosures.,cf36add27c879d804acc14d4e475745ee5371e2e,8/20/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Domestic cats are susceptible to infection with SARS-CoV-2 (100,000-520,000 PFU via the intranasal route or a combination of routes), and can transmit the virus to other cats via droplet or short-distance aerosol.",b514e147e1f00fdef9c8d7a7139ffd56eefac043,4/8/20,Science,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Domestic cats are susceptible to infection with SARS-CoV-2 (100,000-520,000 PFU via the intranasal route or a combination of routes), and can transmit the virus to other cats via droplet or short-distance aerosol.",a9c263a072d6e85329020a153a7ed9a1c53cea4a,4/8/20,Science,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
Deer mice can be experimentally infected with SARS-CoV-2 via intranasal exposure (104 or 105 TCID50) and are able to transmit virus to uninfected deer mice through direct contact.,eded69b6a9ee23c06a984c81068003bbc156eef9,8/7/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Ducks, chickens, and pigs remained uninfected after experimental SARS-CoV-2 exposure (30,000 CFU for ducks and chickens, 100,000 PFU for pigs, ~70,000 PFU for pigs and chickens all via intranasal route).",5afc0cf3ee0a076d1209d5c931e143970b7fa0cf,7/7/20,Lancet Microbe,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Ducks, chickens, and pigs remained uninfected after experimental SARS-CoV-2 exposure (30,000 CFU for ducks and chickens, 100,000 PFU for pigs, ~70,000 PFU for pigs and chickens all via intranasal route).",0e45f799960353d1985795fb9cebe4cf85156bf5,7/7/20,Lancet Microbe,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Ducks, chickens, and pigs remained uninfected after experimental SARS-CoV-2 exposure (30,000 CFU for ducks and chickens, 100,000 PFU for pigs, ~70,000 PFU for pigs and chickens all via intranasal route).",b514e147e1f00fdef9c8d7a7139ffd56eefac043,4/8/20,Science,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Ducks, chickens, and pigs remained uninfected after experimental SARS-CoV-2 exposure (30,000 CFU for ducks and chickens, 100,000 PFU for pigs, ~70,000 PFU for pigs and chickens all via intranasal route).",a9c263a072d6e85329020a153a7ed9a1c53cea4a,4/8/20,Science,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"When pigs were inoculated by the oronasal route (106 PFU), minimal to no signs of clinical disease were noted, suggesting limited transmission concerns.",414f9976e0489ee741bb2d4a7c92d40779351ce1,9/10/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"Chicken, turkey, duck, quail, and geese were not susceptible to SARS-CoV-2 after experimental exposures.",c81ff7f83525191d335691e22272cd3fa0775cab,6/16/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
Dogs exposed to SARS-CoV-2 produced anti-SARS-CoV-2 antibodies but exhibited no clinical symptoms.,b514e147e1f00fdef9c8d7a7139ffd56eefac043,4/8/20,Science,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
Dogs exposed to SARS-CoV-2 produced anti-SARS-CoV-2 antibodies but exhibited no clinical symptoms.,a9c263a072d6e85329020a153a7ed9a1c53cea4a,4/8/20,Science,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
Dogs exposed to SARS-CoV-2 produced anti-SARS-CoV-2 antibodies but exhibited no clinical symptoms.,f32b77409924262473c13eb2e40d7d11ec4597f2,5/29/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"survey of 334 pangolins did not identify coronavirus nucleic acid in ‘upstream’ market chain samples, suggesting that positive samples from pangolins may be the result of exposure to infected humans, wildlife or other animals within the wildlife trade network.",17dba3d819679a6a4d8118ec3bf0c49fc53ed4a3,6/19/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
These data suggest that pangolins are incidental hosts of coronaviruses.,17dba3d819679a6a4d8118ec3bf0c49fc53ed4a3,6/19/20,bioRxiv,,3. Host Range – How many species does it infect? Can it transfer from species to species?,
"By general consensus, the incubation period of COVID-19 is between 5 and 6 days.",a2c60228a740524efa48f7562047e995aa921bae,6/19/20,Epidemiol Infect,,4. Incubation Period – How long after infection do symptoms appear? Are people infectious during this time?,
"By general consensus, the incubation period of COVID-19 is between 5 and 6 days.",ce8609a60724d457d5b5916d57a31dea0ffb831b,3/10/20,Ann Intern Med,,4. Incubation Period – How long after infection do symptoms appear? Are people infectious during this time?,
"By general consensus, the incubation period of COVID-19 is between 5 and 6 days.",3d921c03dc23ee850655ddfd9d5ebe3956d70bf8,6/22/20,,,4. Incubation Period – How long after infection do symptoms appear? Are people infectious during this time?,
Fewer than 2.5% of infected individuals show symptoms sooner than 2 days after exposure.,ce8609a60724d457d5b5916d57a31dea0ffb831b,3/10/20,Ann Intern Med,,4. Incubation Period – How long after infection do symptoms appear? Are people infectious during this time?,
