ground_truth	matched_claim
"Aerosol exposure of three primate species (African green monkeys, cynomolgus macaques, and rhesus macaques) via a Collison nebulizer resulted in mild clinical disease in all animals with doses between 28,700 and 48,600 PFU."	"225 Five rhesus macaques were intramuscularly injected first with a dose of 5×10 9 226 PFU Sad23L-nCoV-S vaccine, then with a boost injection of 5×10 9 PFU 227 Ad49L-nCoV-S vaccine 4 weeks later, while three sham rhesus macaques controls 228 were injected with equal doses of Sad23L-GFP and Ad49L-GFP viruses, respectively 229 ( Fig"
"Aerosol exposure of three primate species (African green monkeys, cynomolgus macaques, and rhesus macaques) via a Collison nebulizer resulted in mild clinical disease in all animals with doses between 28,700 and 48,600 PFU."	"Collison nebulizers are readily used to experimentally infect laboratory animals through the aerosol route (May, 1973; Roy and Pitt, 2012) "
Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	"Among nonhuman primate models, rhesus and cynomolgus macaques were found to be the best NHPs in SARS-CoV studies"
Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	"Recently, non-human primate models, including young and aged cynomolgus macaques and young rhesus macaques, were investigated as potential animal models of COVID-19 [36] [37] [38] "
Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	"By now, the rhesus macaques model is the best animal model to mimic various settings of human infection"
Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	"Rhesus macaques have also been shown as a suitable animal model for COVID-19 study (Munster et al., 2020; Shan et al., 2020; Yu et al., 2020a) "
Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	"Nonhuman primate models Viral model: Rhesus macaques (n=10) 36-45 , Cynomolgus (n=3) [45] [46] [47] , and African Green model (n=1) 48 from the Old World primates and common marmoset (n=1) 45 from the New World were assessed as models for COVID-19 (Table 1) "
Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	"Due to its transitory nature, this model of rhesus macaques was not found to be exactly mimicking the critical clinical (Yao et al"
Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	"Among the potential animal models, rhesus macaques were more highlighted the symptoms of COVID-19 disease in humans"
Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	"Nonhuman primate models Viral model Rhesus macaques (n = 10) [37] [38] [39] [40] [41] [42] [43] [44] [45] [46] , cynomolgus (n = 3) [46] [47] [48] , and African Green model (n = 1) [49] and common marmoset (n = 1) [46] were assessed as models for COVID-19 (Table 2) "
Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	Rhesus macaques have emerged as a robust model for SARS-CoV-2 (22) (23) (24) (25) (26) (27) 
Rhesus macaques have been suggested as the best non-human primate model of human COVID-19.	Rhesus macaques have emerged as a robust model for SARS-CoV-2 (22) (23) (24) (25) (26) (27) 
"Infectious SARS-CoV-2 has been isolated from rhesus macaque feces, suggesting possible fecal-oral transmission."	"SARS-CoV-2 has also been identified in the feces of infected individuals, which allows for fecal-oral transmission 9 "
"Infectious SARS-CoV-2 has been isolated from rhesus macaque feces, suggesting possible fecal-oral transmission."	Isolation of infectious SARS-CoV-2 in feces indicates the possibility of fecal-oral transmission or fecalrespiratory transmission through aerosolized feces
"Infectious SARS-CoV-2 has been isolated from rhesus macaque feces, suggesting possible fecal-oral transmission."	Studies have identified SARS-CoV-2 in the feces of infected individuals suggesting possible fecal-oral transmission [3] 
"Infectious SARS-CoV-2 has been isolated from rhesus macaque feces, suggesting possible fecal-oral transmission."	"Similarly, SARS-CoV-2 was detected in feces from COVID-19 patients and fecal-oral transmission has been also suggested "
"Infectious SARS-CoV-2 has been isolated from rhesus macaque feces, suggesting possible fecal-oral transmission."	"Similarly, SARS-CoV-2 was detected in feces from COVID-19 patients and fecal-oral transmission has been also suggested "
"Infectious SARS-CoV-2 has been isolated from rhesus macaque feces, suggesting possible fecal-oral transmission."	"Recently, SARS-CoV-2 was isolated from fecal swabs and the possibility of fecal-oral transmission has been reported [43, 44] "
"Infectious SARS-CoV-2 has been isolated from rhesus macaque feces, suggesting possible fecal-oral transmission."	"Recently, the prospect of fecal-oral transmission of SARS-CoV-2 has been raised since the virus has been detected in the feces of COVID-19 patients [33] "
"Infectious SARS-CoV-2 has been isolated from rhesus macaque feces, suggesting possible fecal-oral transmission."	"Although circumstantial evidence suggests that SARS-CoV-2 may be transmitted through feces, more efforts are needed to determine the role of fecal-oral transmission"
"Infectious SARS-CoV-2 has been isolated from rhesus macaque feces, suggesting possible fecal-oral transmission."	"SARS-CoV-2 was shown to exist in the feces of patients with COVID-19, suggesting that fecal-oral transmission of SARS-CoV-2 is possible 15 "
"Infectious SARS-CoV-2 has been isolated from rhesus macaque feces, suggesting possible fecal-oral transmission."	"[6] [7] The presence of SARS-CoV-2 RNA has been detected in feces of COVID-19 patients, yet live virus was never isolated from stool samples, even in samples with a high viral RNA concentration, suggesting fecal-oral transmission may be a less likely method of viral transmission"
The SARS-CoV-2 median infectious dose in Golden Syrian hamsters via the intranasal route was experimentally estimated at 5 TCID50 (~3.5 PFU).	"1a,b) Syrian golden hamsters (10-12 weeks old; male and female; n = 20) were infected with 5 × 10 4 TCID 50 (low-dose; n = 4) or 5 × 10 5 TCID 50 (high-dose; n = 16) of SARS-CoV-2 by the intranasal route"
The SARS-CoV-2 median infectious dose in Golden Syrian hamsters via the intranasal route was experimentally estimated at 5 TCID50 (~3.5 PFU).	We inoculated 20 Syrian golden hamsters (10-12 weeks old) with 5 × 10 4 50% tissue culture infective dose (TCID 50 ) (n = 4; low-dose) or 5 × 10 5 TCID 50 (n = 16; high-dose) SARS-CoV-2 by the intranasal route
The SARS-CoV-2 median infectious dose in Golden Syrian hamsters via the intranasal route was experimentally estimated at 5 TCID50 (~3.5 PFU).	"As an additional positive control, hamsters were infected intranasally (IN) with 10 2 TCID50/dose of SARS CoV- Animals were challenged by infection IN with 10 2 TCID50/dose of SARS CoV-2 (BetaCoV/Munich/BavPat1/2020) in a total dose volume of 0.1 ml on day 56, four weeks following the second immunisation"
The SARS-CoV-2 median infectious dose in Golden Syrian hamsters via the intranasal route was experimentally estimated at 5 TCID50 (~3.5 PFU).	Golden Syrian hamsters were infected (1.0 ϫ 10 4 PFU) intranasally with either the rSARS-CoV-2 clone or the natural USA-WA1/2020 isolate in a final volume of 100 l following gaseous sedation in an isoflurane chamber
The SARS-CoV-2 median infectious dose in Golden Syrian hamsters via the intranasal route was experimentally estimated at 5 TCID50 (~3.5 PFU).	"Golden Syrian hamsters immunized with ChAd-SARS-CoV-2-S 241 or ChAd-control were challenged IN with 2.5 x 10 5 PFU of SARS-CoV-2, and 2 dpi a nasal swab 242 was collected for viral burden analysis by qPCR and plaque assay"
The SARS-CoV-2 median infectious dose in Golden Syrian hamsters via the intranasal route was experimentally estimated at 5 TCID50 (~3.5 PFU).	"In a second study, four-five-week-old male golden Syrian hamsters were intranasally inoculated with SARS-CoV-2 virus [148] "
The SARS-CoV-2 median infectious dose in Golden Syrian hamsters via the intranasal route was experimentally estimated at 5 TCID50 (~3.5 PFU).	These findings suggest that SARS-CoV-2 infection in golden Syrian hamsters occurs despite the M82N and H34Q changes
The SARS-CoV-2 median infectious dose in Golden Syrian hamsters via the intranasal route was experimentally estimated at 5 TCID50 (~3.5 PFU).	"Chan et al., (2020) inoculated Golden Syrian hamsters intranasally with SARS-CoV-2"
The SARS-CoV-2 median infectious dose in Golden Syrian hamsters via the intranasal route was experimentally estimated at 5 TCID50 (~3.5 PFU).	"Previous study of SARS-CoV (Urbani strain) in 5-weeks-old golden Syrian hamsters showed robust viral replication with peak viral titers detected in the lungs on 2 dpi, followed by rapid viral clearance by 7 dpi, but without weight loss or evidence of disease in the inoculated animals 20 "
The SARS-CoV-2 median infectious dose in Golden Syrian hamsters via the intranasal route was experimentally estimated at 5 TCID50 (~3.5 PFU).	"In the first study, golden Syrian hamsters, 6-10 weeks old, were IN-inoculated with SARS-CoV-2 isolated from the nasopharyngeal aspirate of a patient in Hong Kong, after propagation in VeroE6 cells [147] "
